Channel Name,Video URL,Video Title,Video Length (HH:MM:SS),Video Language,Content Category of the Video,Total No of Video Views,Total No of Video Likes,Total No of Comments,No of Channel Subscribers,Video Posted Date,Channel Created Date,Channel Genre,Location of the Content Creator,TotalViewsoftheChannel,Trustworthiness_Thumbnail,Trustworthiness_Video,Does the Video Require Subject Matter Expertise from an Expert ?,Creator_SME,Trustworthiness from Comments (Trustable or Not),Interns who cleaned data
Hungry birds,https://www.youtube.com/watch?v=T3ExAGD7Z7U,TYPES OF MAGGI EATERS | FUNNY VIDEO | HUNGRY BIRDS,0:11:32,Hindi,Entertainment,"111,260,729",737000,"17,092",8830000,20-07-2019,8/11/2016,Entertainment,Maharashtra,"4,214,475,753",7,7,No,No,Trustable,Shreya Sood
Flying beast,https://www.youtube.com/watch?v=7DlE8EESsi8,Best Flight as a Captain | Flying Beast,0:10:01,Hindi,Vlog,"18,119,790",619000,"8,240",7730000,25-08-2018,1/12/2017,Vlogs,Delhi,"3,216,480,311",8,8,No,No,Trustable,Shreya Sood
Rimorav Vlogs,https://www.youtube.com/watch?v=S1qR4tCNGYc,LIVING IN THE 1990s FOR 24 HOURS ,0:17:04,Hindi,Vlog,"1,474,736",152000,"7,389",6550000,13-10-2022,7/12/2017,Vlogs,Maharashtra,"2,343,791,133",6,6,No,No,Trustable,Shreya Sood
Chotu ki masti,https://www.youtube.com/watch?v=gHvSPGQVWsA,???? ???? ?????? ???? | CHOTU DADA SCOOTY WALA | Khandesh Comedy | Chotu Comedy Video,0:09:57,Hindi,Entertainment,"217,489,160",874000,"9,426",12100000,14-03-2020,20-02-2018,Entertainment,Maharashtra,"4,175,277,406",8,8,No,No,Trustable,Shreya Sood
Him-eesh Madaan,https://www.youtube.com/watch?v=3K6RWnVf1eM,???? ?? ???? ?? ??? | Power of Subconscious Mind,0:09:42,Hindi,Educational,"23,678,274",740000,"28,373",6630000,25-11-2017,8/6/2007,Educational,Uttar Pradesh,"414,191,710",9,9,No,No,Trustable,Shreya Sood
Tanmay Bhatt,https://www.youtube.com/watch?v=lwNho_1tKrc,He Didn't See This Coming (10 Mil Surprise) @CarryMinati - VLOG 20,0:06:13,Hindi,Vlog,"13,687,471",830000,"6,284",4240000,12/3/2020,11/11/2006,Vlogs,Maharashtra,"1,080,544,240",7,7,No,No,Trustable,Shreya Sood
Beer Biceps,https://www.youtube.com/watch?v=7W9X6b8THp8,?CarryMinati's REAL LIFE Story | The Ranveer Show,0:13:00,Hindi,Entertainment,"9,411,225",510000,"8,699",4410000,8/3/2019,21-12-2014,Entertainment,Maharashtra,"391,517,083",6,6,No,No,Trustable,Shreya Sood
 B funk,https://www.youtube.com/watch?v=W1z4zDlpxRM,"""MAKHNA"" - Bollywood Dance |Shivani Bhagwan & Chaya Kumar| Madhuri Dixit, Amitabh Bachchan, Govinda",0:09:33,Hindi,Music,"68,906,738",644000,"18,651",1940000,11/4/2019,10/9/2011,Entertainment,Maharashtra,"396,338,522",7,7,No,No,Trustable,Shreya Sood
Sejal Kumar,https://www.youtube.com/watch?v=ZKtBW4ZRn-M,College in Real Life ft Komal Pandey | Sejal Kumar,0:06:35,Hindi,Entertainment,"7,012,567",114000,"3,035",1390000,21-07-2017,14-08-2012,Entertainment,Delhi,"254,584,471",8,8,No,No,Not Trustable,Shreya Sood
Mountain Trekker,https://www.youtube.com/watch?v=fMc1nBIUY8I,See how Thai police treats an Indian Tourist!,0:11:34,Hindi,Vlog,"3,069,730",35000,"3,476",1570000,20-03-2017,21-08-2007,Vlogs,Delhi,"220,028,983",9,9,No,No,Not Trustable,Shreya Sood
 Komal Pandey,https://www.youtube.com/watch?v=GoU0jdK5rqc,How I LOST Weight! | Komal Pandey,0:10:46,Hindi,Vlog,"4,189,745",121000,"4,933",1250000,21-06-2018,27-08-2017,Vlogs,Delhi,"177,222,690",8,8,No,No,Not Trustable,Shreya Sood
Spoken English Guru,https://www.youtube.com/watch?v=q22JrhzFEuQ, How to Introduce Yourself in English in Interviews,0:16:24,Hindi,Educational,"27,129,712",872000,"32,586",7180000,4/11/2018,5/10/2014,Educational,Uttrakhand,"493,944,436",8,8,No,No,Trustable,Shreya Sood
Drishti IAS,https://www.youtube.com/watch?v=YcqVWFZXyaE,Farm Bills : Myth vs Reality - Dr. Vikas Divyakirti : Concept Talk I Drishti IAS,3:21:05,Hindi,Educational,"11,310,322",243000,"22,052",9400000,10/12/2020,13-04-2017,Educational,Delhi,"1,023,785,914",9,9,No,No,Trustable,Shreya Sood
The Time Liners,https://www.youtube.com/watch?v=M0oZG60WD9Y,Engineering Girls | Web Series | S01E01 - Practical File | The Timeliners,0:18:47,Hindi,Entertainment,"16,975,550",314000,"9,984",7220000,1/6/2018,1/2/2014,Entertainment,Delhi,"1,016,548,300",8,8,No,No,Trustable,Shreya Sood
Harsh Rajput,https://www.youtube.com/watch?v=u86z0px0niI,CASTING DIRECTOR | HARSH RAJPUT,0:10:46,Hindi,Entertainment,"4,487,826",384000,"12,775",3190000,6/10/2022,23-12-2010,Entertainment,Maharashtra,"270,269,270",9,9,No,No,Trustable,Shreya Sood
Shreya Jain,https://www.youtube.com/watch?v=jDZH2Y4fwCc,"3 Ways To Use Aloe Vera Gel To Get Soft, Smooth & Shiny Hair!",0:05:13,English,Lifestyle,"2,488,062",37000,"1,308",749000,19-01-2015,28-08-2010,Lifestyle,Delhi,"166,108,760",7,7,No,No,Not Trustable,Shreya Sood
The Gabru Life,https://www.youtube.com/watch?v=zzieQ5Lew1M,HOW TO DRESS UP FOR A WEDDING | IMPRESS any WOMAN at INDIAN Wedding urban gabru,0:11:24,Hindi,Lifestyle,"4,536,966",97000,"2,109",1300000,12/7/2018,17-10-2016,Lifestyle,Delhi,"101,460,805",8,8,No,No,Not Trustable,Shreya Sood
Dhwani Bhat,https://www.youtube.com/watch?v=5UzCOHokmfQ,How I Get Rid Of My Premature Grey Hair | Dhwani Bhatt,0:06:50,English,Lifestyle,"695,881",12000,882,202000,13-04-2018,15-04-2014,Lifestyle,Maharashtra,"24,761,013",8,8,No,No,Not Trustable,Shreya Sood
Aashna Shroff,https://www.youtube.com/watch?v=yGHGixvRyQI,Learning Yao Women’s Rapunzel-like hair secret with Pantene | Aashna Shroff,0:04:50,English,Lifestyle,"3,766,568",2200,80,184000,16-08-2019,25-11-2013,Lifestyle,Maharashtra,"10,739,918",9,9,No,No,Not Trustable,Shreya Sood
Geeky Ranjit,https://www.youtube.com/watch?v=OjTGe06mnm8,Batman Galaxy S7 Edge Injustice Edition!,0:05:03,English,Educational,"9,468,140",63000,"2,743",3330000,25-07-2016,6/1/2011,Tech,Andhra Pradesh,"804,296,060",7,7,No,No,Not Trustable,Shreya Sood
Amit Bhawani,https://www.youtube.com/watch?v=Ynt0fUpGW8A,World's First Fidget Spinner Phone Unboxing & GIVEAWAY ?? PhoneRadar,0:04:37,Hindi,Educational,"971,069",11000,"7,208",870000,8/9/2017,26-02-2011,Tech,Gujarat,"162,519,047",6,6,No,No,Trustable,Shreya Sood
C4ETech,https://www.youtube.com/watch?v=kmj17fDxuYk,Nokia 6 - Unboxing & Hands On!,0:05:10,English,Educational,"5,475,318",36000,"4,268",1180000,16-02-2017,20-03-2007,Tech,Tamil Nadu,"419,451,294",9,9,No,No,Not Trustable,Shreya Sood
SharmaJiTechnical,https://www.youtube.com/watch?v=qxGQ27MpWZE,How to play Pokemon Go in India | Gameplay,0:05:18,Hindi,Educational,"3,449,541",43000,"2,999",1680000,16-07-2016,27-03-2008,Tech,Rajasthan,"270,551,512",7,7,No,No,Not Trustable,Shreya Sood
Beebom,https://www.youtube.com/watch?v=I-RPyb_gz8Q,Huawei P30 Pro's 50X SuperZoom in Action!,0:06:36,English,Educational,"6,531,012",59000,"3,100",2370000,27-03-2019,9/2/2016,Tech,Delhi,"383,054,052",8,8,No,No,Not Trustable,Shreya Sood
TechnoRuhez,https://www.youtube.com/watch?v=1ZL9y_cNjhw,How Realme Smartphones Are Made - Realme Factory Tour | Step By Step !,0:15:45,Hindi,Educational,"17,419,850",460000,"10,482",3440000,19-05-2019,9/1/2015,Tech,Maharashtra,"678,305,831",9,9,No,No,Trustable,Shreya Sood
Ray Kitchen,https://www.youtube.com/watch?v=C4lmTl-PAcc,???? ????? ???? ???????? ?? ???? ???? /Pani ke Suji Bataashe /Golgappa Pani /Tikha Suji Pani Puri,0:08:15,Hindi,Cooking,"44,746,577",313000,"16,481",5630000,22-06-2017,25-12-2016,Cooking,Delhi,"805,931,308",9,9,No,No,Trustable,Shreya Sood
Cook With Parul,https://www.youtube.com/watch?v=ppAIhDNkuM0,Pizza Recipe - ???? ??? ????? ???? ????? ???? ??? ???? ???? Tasty Pizza ?????? ??????? Pizza Recipe,0:10:38,Hindi,Cooking,"30,988,324",393000,"12,049",6980000,18-12-2018,5/3/2017,Cooking,Delhi,"1,803,697,519",7,7,No,No,Trustable,Shreya Sood
Easy Home Tips,https://www.youtube.com/watch?v=mPk4Q4Rep08,aate ka nasta ?????? ?? ???? ???? ?? ??? ????? ?????? indian breakfast recipe Atta roll,0:04:52,Hindi,Cooking,"30,524,232",306000,"12,397",2710000,3/2/2018,13-09-2016,Cooking,Uttar Pradesh,"410,083,484",6,6,No,No,Trustable,Shreya Sood
Yatindra Singh,https://www.youtube.com/watch?v=IzkS_pH5ebI,Biceps & Triceps Workout for Bigger Arms | ???? ????? ???? ???????? ?? ?????????? | Yatinder Singh,0:08:51,Hindi,Lifestyle,"11,524,829",501000,"4,851",4140000,1/11/2019,27-10-2016,Lifestyle,Delhi,"276,455,213",5,5,Yes,No,Not Trustable,Shreya Sood
Mukti Gautam,https://www.youtube.com/watch?v=aTGb9NEH2NI,BEST Aerobics WORKOUT At HOME || 15 MIN Workout for WEIGHT LOSS,0:15:22,Hindi,Lifestyle,"9,994,723",136000,"2,271",1040000,17-07-2019,28-05-2017,Lifestyle,Punjab,"97,444,242",9,9,No,No,Not Trustable,Shreya Sood
The Man Style,https://www.youtube.com/watch?v=hekoCxOOMlU,How To Make Pinterest Pin Canva | How To Design Pinterest Pin In Canva,0:15:31,Bengali,Lifestyle,"5,476",32,0,201000,12/8/2022,12/9/2018,Lifestyle,West Bengal,"43,741",6,6,No,No,Not Trustable,Shreya Sood
Smart n Fit,https://www.youtube.com/watch?v=cp6kVAOMNBs,Why John Abraham Lost Gains - My Thoughts,0:11:24,Hindi,Lifestyle,"1,084,226",32000,"1,380",201000,7/12/2021,22-12-2012,Lifestyle,Rajasthan,"28,210,016",8,8,No,No,Not Trustable,Shreya Sood
Fit Tuber,https://www.youtube.com/watch?v=s2NQhpFGIOg,15 Min Daily Yoga Routine for Beginners (Follow Along),0:19:58,Hindi,Lifestyle,"17,670,678",415000,"10,381",6620000,20-03-2020,21-08-2016,Lifestyle,Punjab,"705,164,837",7,7,No,No,Trustable,Shreya Sood
Power Kids,https://www.youtube.com/watch?v=urpS14Ut9-Y,???? ?????? - 26 | ????? ???????? | ???? ??? | ????? ?? ??????? | ????????? ??.??.,0:27:43,Hindi,Entertainment,"256,889,286",1000000,0,30000000,6/12/2019,6/8/2014,Entertainment,Maharashtra,"15,275,943,476",8,8,No,No,Not Trustable,Shreya Sood
Slay Point,https://www.youtube.com/watch?v=eBlK58wf-0A,Maggi Will Never Be The Same Again,0:07:00,Hindi,Entertainment,"30,538,949",944000,"23,332",7330000,22-10-2019,7/3/2016,Entertainment,Maharashtra,"1,674,470,909",9,9,No,No,Trustable,Shreya Sood
OSHO Hindi,https://www.youtube.com/watch?v=d5gCPwhj-No,OSHO: Vartaman Mein Jeena ??????? ??? ????,0:19:06,Hindi,Educational,"2,761,663",41000,"1,419",441000,5/12/2011,28-01-2009,Entertainment,Maharashtra,"55,634,899",8,8,No,No,Not Trustable,Shreya Sood
Sartaz Classes,https://www.youtube.com/watch?v=CI663dwsTws,100% Free English Learning mobile app,0:07:51,Hindi,Educational,"12,393,252",100000,"3,231",2550000,20-02-2021,14-06-2015,Educational,Delhi,"207,720,984",6,6,No,No,Not Trustable,Shreya Sood
PAYAL GAMING,https://www.youtube.com/watch?v=_7VnL-3xJgc,"Blood Raven X-Suit |Most Expensive Suit In PUBG Mobile | 50,000+ UC payalgaming",0:09:48,Hindi,Entertainment,"2,473,042",223000,"6,300",2640000,26-04-2021,2/3/2019,Entertainment,Chhattisgarh,"191,806,084",7,7,No,No,Trustable,Shreya Sood
The Mix,https://www.youtube.com/watch?v=Ny1PL-PLA6o,Surya is Back || Happy Birthday Surya || Suryakantham || The Mix By Wirally |Tamada Media,0:14:07,Tamil,Entertainment,"6,973,053",54000,"2,749",1990000,11/7/2021,14-08-2019,Entertainment,Delhi,"721,712,590",8,8,No,No,Not Trustable,Shreya Sood
Anushka Sen,https://www.youtube.com/watch?v=CKXYup4zJYw,"Tareefan | Qaran Ft. Badshah | Kareena Kapoor, Sonam Kapoor | Dance Video | Anushka Sen",0:02:03,Hindi,Entertainment,"14,602,533",250000,"13,970",2970000,20-07-2018,14-03-2017,Lifestyle,Maharashtra,"274,602,782",8,8,No,No,Trustable,Shreya Sood
Dr. Vijay Laxmi,https://www.youtube.com/watch?v=vSMdxLpXaTk,Facial Hair Treatment (In HINDI),0:06:08,Hindi,Lifestyle,"11,087,697",118000,"7,489",2670000,10/12/2018,2/9/2014,Lifestyle,Andhra Pradesh,"226,295,138",9,9,No,No,Trustable,Shreya Sood
Ankhush Raja Official,https://www.youtube.com/watch?v=YyVI46K8q9E,"HD VIDEO | ??????? ??? ???? ????? ???? | Ankush Raja , Shilpi Raj | Bhojpuri Song 2021",0:03:55,Bhojpuri,Music,"603,229,561",2000000,"48,780",6730000,14-01-2021,21-01-2018,Music,Bihar,"2,527,938,888",7,7,No,No,Trustable,Shreya Sood
Nayi Zindagi,https://www.youtube.com/watch?v=hfVNOUMU5FM,51 shaktipeeth of mata sati,0:13:37,Hindi,Lifestyle,8580379,178000,5073,169000,7/7/2021,26-12-2020,Lifestyle,INDIA,21837302,9,10,No,No,Trustable,Subha Ranjan Patra
Couple Life Vlogs,https://www.youtube.com/watch?v=XiNNDtbO_5Y,Love Marriage Life Village Life Vlog,0:13:00,Hindi,Vlog,"89,710",4400,322,210000,24-09-2022,12/3/2021,News,INDIA,"83,583,886",7,7,Yes,Yes,Trustable,Subha Ranjan Patra
BA Professional,https://www.youtube.com/watch?v=EwfP1TPJvoI,How did I become Business Analyst as a Fresher? @BA Professional,0:04:19,Hindi,Educational,1384,1,16,5700,16-09-2022,29-09-2020,Employment,INDIA,"616,483",7,9,no,No,Trustable,Subha Ranjan Patra
Megha Johari,https://www.youtube.com/watch?v=RrDs86ay18U,"Homecenter, Ajio, Nestasia Haul  Home Decor & Kitchen Serveware Living Alone In India",0:12:14,Hindi,Lifestyle,12466,219,43,3000,12/10/2022,13-08-2022,News,INDIA,"858,953",6,7,No,No,Trustable,Subha Ranjan Patra
Adbhut Tv India,https://www.youtube.com/watch?v=VCDMhiPGAWg,????? ????? ?? ?? ????? ???? ?? ?? ????????? ??? ????? ???,0:02:46,Hindi,Entertainment,"6,724",326,20,1120000,15-10-2022,6/1/2018,Entertainment,INDIA,"190,642,948",5,5,Yes,No,Not Trustable,Subha Ranjan Patra
Arbind??Janklin (ARJAAN),https://www.youtube.com/watch?v=wwHIAcTsaNQ&t=4s,?????? ??????? Part -2 ?????,0:21:15,Odia,Vlog,34623,3800,262,138000,17-10-2022,12/6/2019,News,INDIA,"32,324,762",2,5,No,No,Trustable,Subha Ranjan Patra
The Traditional Life,https://www.youtube.com/watch?v=ws74tX21j28,Soft Idli With Idli Sambar & 2 Chutneys,0:18:00,Telugu,Cooking,735482,14000,945,841000,16-10-2022,9/12/2021,Cooking,INDIA,"118,612,152",8,9,No,No,Trustable,Subha Ranjan Patra
"
Mirza Creation 5",https://www.youtube.com/watch?v=09FMo_VW61E,Arijit Singh ?? heart broken Lo-fi song relaxed ?? mind release depression ??,0:05:05,Hindi,Entertainment,639,0,7,99400,13-10-2022,9/6/2018,Lifestyle,INDIA,"2,266,795",1,2,Yes,No,Not Trustable,Subha Ranjan Patra
MEE Puch Puch,https://www.youtube.com/watch?v=BRT2SAsAv7Y,Tumhe bolna pasand hai by MEE PUCH PUCH ??Tumhe hasna pasand hai,0:02:49,Odia,Entertainment,29786,3100,83,197000,16-10-2022,17-05-2020,Entertainment,INDIA,"41,210,130",5,5,Yes,No,Not Trustable,Subha Ranjan Patra
Sumitra Arya,https://www.youtube.com/watch?v=6knPJnYXCto&t=104s,odia bhaina Vlogs ???????? ??? ????? ??,0:21:12,Odia,Vlog,8080,986,38,24400,20-09-2022,30-06-2021,News,INDIA,1415305,2,2,Yes,No,Not Trustable,Subha Ranjan Patra
Madhur Sharma,https://www.youtube.com/watch?v=0DnXOdHRJ5s,Kehna Galat Galat x Halka Halka Suroor (Lyrical Video),0:08:07,Hindi,Music,67825,2300,126,443000,17-09-2022,4/6/2013,Music,INDIA,"89,972,153",7,8,No,No,Trustable,Subha Ranjan Patra
DTV ODIA,https://www.youtube.com/watch?v=0KGI5J0bZ6w&list=UUXlkfBRxLkEPjey3YboaQXA,??????? ????????? ???? ?????? ??????! ??????? ???? ??????? ?????? ?????,0:08:53,Odia,Entertainment,175,3,0,1290000,17-09-2022,6/9/2018,Lifestyle,INDIA,"432,502,733",5,5,No,No,Trustable,Subha Ranjan Patra
Moni’s Passion,https://www.youtube.com/watch?v=Ve7PGOzs7v4,Gold New Pola For Sankha From 2 Gram,0:27:16,Bengali,Lifestyle,27072,571,46,275000,16-10-2022,20-05-2015,Lifestyle,INDIA,"87,480,629",6,7,Yes,No,Not Trustable,Subha Ranjan Patra
Manmay Dey,https://www.youtube.com/watch?v=mud7Ir-f1hw&t=183s,mishra weds marandi,0:30:22,Odia,Entertainment,1044945,55000,3931,595000,28-09-2022,9/3/2019,Entertainment,INDIA,"103,127,191",7,7,No,No,Trustable,Subha Ranjan Patra
Armaan Malik ,https://www.youtube.com/watch?v=40rGzwf-aVs,Isliye Hum Pregnant Nhi Ho Sakte,0:14:36,Hindi,Vlog,"6,136,154",188000,8751,1760000,13-06-2022,8/3/2020,News,INDIA,"701,052,791",6,5,No,No,Trustable,Subha Ranjan Patra
SILU BASU GSP,https://www.youtube.com/watch?v=IqzpQY7NBUo&t=22s,Sasu ghara Nuhen Saraga pura??,0:23:39,Odia,Entertainment,401681,5200,127,11700,2/10/2022,4/11/2013,Entertainment,INDIA,2033693,5,5,Yes,No,Not Trustable,Subha Ranjan Patra
Village Cooking - Kerela,https://www.youtube.com/watch?v=7ym_k5576ZU,Simple & Easy Chicken Curry Recipe - Chicken Chinthamani,0:05:26,Malayalam,Cooking,"18,991",596,26,1300000,17-10-2022,20-06-2018,Cooking,INDIA,"200,023,205",9,9,No,No,Trustable,Subha Ranjan Patra
Upasana Ki Duniya,https://www.youtube.com/watch?v=vYXp4_B-q9E,Roti Recipe for Weight Lose,0:13:38,Hindi,Health,3024,285,22,203000,20-10-2022,26-09-2020,Health,INDIA,"36,843,595",9,9,No,No,Trustable,Subha Ranjan Patra
Vivek Samtani,https://www.youtube.com/watch?v=NiD9HDCHPt0,WOMEN - Stand Up Comedy,0:25:54,Hindi,Entertainment,1160333,82000,2701,119000,6/10/2022,10/5/2022,Entertainment,INDIA,"8,433,735",10,10,no,No,Trustable,Subha Ranjan Patra
Debina Decodes,https://www.youtube.com/watch?v=HHyFK9N0jsY,Few easy Diwali hairstyles you can easily do at home,0:13:19,Hindi,Lifestyle,156811,5200,158,1260000,19-10-2022,23-03-2018,Lifestyle,INDIA,"300,201,741",8,9,Yes,No,Not Trustable,Subha Ranjan Patra
Nishu Tiwari Vlogs,https://www.youtube.com/watch?v=LKvbbwh4VXM,HOW WE MET ? *All secrets revealed* | QnA Video,0:15:08,Hindi,Vlog,"689,170",75000,2326,1010000,15-10-2022,3/6/2020,Entertainment,INDIA,"109,462,824",10,10,Yes,No,Not Trustable,Subha Ranjan Patra
Srusthi Deshmukh Live,https://www.youtube.com/watch?v=uDvJZZMzhwk,ias srushti deshmukh ?? ??? ??? ?? ?? ??,0:01:42,Hindi,Lifestyle,6247,196,17,131000,20-09-2022,27-07-2016,Employment,INDIA,"60,403,576",1,2,Yes,No,Not Trustable,Subha Ranjan Patra
The Quiet Barbershop,https://www.youtube.com/watch?v=5wEu2GRQ9cs,ASMR INDIAN Head Massage,0:15:25,Hindi,Health,14,3,0,158000,6/9/2022,21-12-2020,Lifestyle,INDIA,"59,784,316",5,9,Yes,No,Not Trustable,Subha Ranjan Patra
IDIOT CLUB,https://www.youtube.com/watch?v=lqf1LhVyJM0,Ra ra ekaseka song / jaganath miusical,0:04:01,Odia,Vlog,72,5,0,44700,18-10-2022,22-01-2022,News,INDIA,"2,455,686",1,1,Yes,No,Not Trustable,Subha Ranjan Patra
Prepp - IAS,https://www.youtube.com/watch?v=7tRDfcctEew,The Hindu newspaper and editorial analysis today,0:36:19,Hindi,Vlog,2964,292,87,192000,19-10-2022,1/12/2020,Educational,INDIA,"11,655,125",10,10,No,No,Trustable,Subha Ranjan Patra
Amit Bhadana,https://www.youtube.com/watch?v=uSvW2XmxLm4,Paggal,1:40:58,Hindi,Entertainment,13936603,1600000,213611,24100000,8/6/2022,24-10-2012,Lifestyle,India,"2,263,627,363",7,7,no,No,Trustable,Jayita Mali
Ashish Chanchlani,https://www.youtube.com/watch?v=xrR3xQNeB_Y,Sasta Shaark Tank,0:32:32,Hindi,Entertainment,54159747,3400000,117600,28800000,16-03-2022,7/7/2009,Lifestyle,India,"4,128,523,923",8,8,no,No,Trustable,Jayita Mali
Harsh Beniwal,https://www.youtube.com/watch?v=mltNIDxYTZ8,Veer Vs Heer Returns,0:46:48,Hindi,Entertainment,14938691,1200000,31658,15100000,8/10/2022,6/5/2015,Lifestyle,India,"1,681,464,870",7,7,no,No,Trustable,Jayita Mali
Triggered Insaan,https://www.youtube.com/watch?v=qCLjKjvRwW0,I'm in Golmaal 5,0:20:00,Hindi,Entertainment,4640030,417000,16435,17000000,10/1/2022,17-07-2014,Lifestyle,India,"2,752,575,555",7,7,no,No,Trustable,Jayita Mali
Mostly Sane,https://www.youtube.com/watch?v=LyM6NKBosjQ,If My Mirror Could Talk,0:05:20,Hindi,Entertainment,2213010,55000,1366,6750000,26-05-2022,10/2/2015,Lifestyle,India,"1,138,043,844",8,7,no,No,Trustable,Jayita Mali
The Times Lines,https://www.youtube.com/watch?v=xpfSmuhGkoA,Baap Beta Aur Office,0:18:18,Hindi,Entertainment,276654,14000,238,7220000,14-10-2022,1/2/2014,Lifestyle,India,"1,016,128,493",7,6,no,No,Trustable,Jayita Mali
The Viral fever,https://www.youtube.com/watch?v=PqEp2tNU60E,TVF Tripling | Truth or Dare With Siblings,0:09:06,Hindi,Entertainment,524626,18000,303,11300000,10/11/2022,15-03-2011,Lifestyle,India,"1,721,979,226",7,7,no,No,Trustable,Jayita Mali
Elvish Yadav,https://www.youtube.com/watch?v=BQ2aeDYDdkc,DHOKA,0:18:39,Hindi,Entertainment,3240512,315000,55998,8820000,29-08-2022,29-04-2016,Lifestyle,India,"852,591,319",7,6,no,No,Trustable,Jayita Mali
Round 2 Hell,https://www.youtube.com/watch?v=z-Jq-Cgg1jk,AGE OF WATER,0:38:43,Hindi,Entertainment,52772125,3700000,207334,2770000,27-01-2022,20-10-2016,Lifestyle,India,"2,832,210,755",8,8,Yes,No,Trustable,Jayita Mali
Captain Nick,https://www.youtube.com/watch?v=FSyWQGKY14c,When Puchu Goes On A Trip,0:13:36,Hindi,Entertainment,189811,25000,636,2330000,15-10-2022,2/1/2012,Lifestyle,India,"497,065,574",7,7,no,No,Trustable,Jayita Mali
The Bong Guy,https://www.youtube.com/watch?v=wgalg3oP-qo,Bhoot Vlogs Roast,0:11:14,BENGALI,Entertainment,1908876,290000,15524,3750000,9/9/2022,25-09-2015,Lifestyle,India,"262,314,974",7,7,no,No,Trustable,Jayita Mali
Cinebap,https://www.youtube.com/watch?v=YPYUngulh5s,Strange Love | Ep 1,0:21:50,BENGALI,Entertainment,506226,48000,3415,1430000,9/9/2022,27-09-2018,Lifestyle,India,"117,031,596",7,7,no,No,Trustable,Jayita Mali
Wonder Munna,https://www.youtube.com/watch?v=k63M0al_DeE,Bengali Tuition Teachers,0:09:15,BENGALI,Entertainment,2769228,48000,841,1780000,29-07-2022,20-05-2017,Lifestyle,India,"316,595,495",7,8,no,No,Trustable,Jayita Mali
Sandeep Maheshwari ,https://www.youtube.com/watch?v=faple3eqPU0,Top 3 Daily Habits,0:12:50,Hindi,Motivation,2181562,135000,3284,25500000,5/4/2022,13-02-2012,Motivation,India,"1,991,376,345",8,9,Yes,Yes,Trustable,Jayita Mali
Dr Vivek Bindra,https://www.youtube.com/watch?v=TrvjSqNwGMQ,Hostel Life vs Day Scholar how to decide,0:20:23,Hindi,Motivation,113430,11000,530,20000000,16-10-2022,6/12/2013,Motivation,India,"1,543,745,653",8,8,Yes,Yes,Trustable,Jayita Mali
Gaur Gopal Das,https://www.youtube.com/watch?v=yQWA9g9GotA,4 Things To Do To Build And Maintain Good Mental Health,0:42:10,English,Motivation,54246,31000,117,4480000,10/11/2022,12/4/2016,Motivation,India,"271,972,477",8,9,Yes,Yes,Trustable,Jayita Mali
Sadhguru,https://www.youtube.com/watch?v=Yiaatr-Noh0,The Power of Being Alone ,0:12:01,English,Motivation,5209699,135000,2732,10600000,18-09-2021,28-03-2007,Motivation,India,"1,330,346,560",9,9,Yes,Yes,Trustable,Jayita Mali
Dr Ujjwal Patni,https://www.youtube.com/watch?v=1iX9CYg98ec,Live a Life 100% without Regrets,0:04:49,Hindi,Motivation,490894,21000,307,6410000,28-09-2021,23-01-2009,Motivation,India,"367,070,813",8,8,Yes,Yes,Trustable,Jayita Mali
Him eesh Madaan,https://www.youtube.com/watch?v=5w8D7q-iKKc,5 Secrets - Why Indians become CEOs of Top Companies?,0:11:02,Hindi,Motivation,14960,1600,172,6430000,16-10-2022,8/6/2007,Motivation,India,"414,191,710",8,8,Yes,Yes,Trustable,Jayita Mali
