Channel Name,Video URL,Video Title,Video Length (HH:MM:SS),Video Language,Content Category of the Video,Total No of Video Views,Total No of Video Likes,Total No of Comments,No of Channel Subscribers,Video Posted Date,Channel Created Date,Channel Genre,Location of the Content Creator,TotalViewsoftheChannel,Trustworthiness_Thumbnail,Trustworthiness_Video,Does the Video Require Subject Matter Expertise from an Expert ?,Creator_SME,Trustworthiness from Comments (Trustable or Not),Interns who cleaned data
Geeky Show,https://www.youtube.com/watch?v=NbNgUqIuhv8,How reels and shorts are affecting programmers brain (Hindi),0:03:31,Hindi,Employment,"16,881","1,500",137,"452,000",11/10/2022,20-06-2013,Educational,India,"81,369,270",5,8,Yes,Yes,Trustable,Sagar Mali
Defence Direct Education,https://www.youtube.com/watch?v=YmYuXckBKE4,Decoding Training & Recruitment of R&AW Officers,0:09:27,Hindi,Employment,"70,807","3,800",80,"1,300,000",17-09-2022,11/4/2017,Educational,India,"314,478,880",7,6,Yes,No,Not Trustable,Sagar Mali
Jugadu Fauji,https://www.youtube.com/watch?v=4XwXZeQ-6Pg,Revisiting School as an Officer ????? | Life Before and After,0:12:14,Hindi,Entertainment,"126,995","10,000",603,"50,500",17-09-2022,23-01-2021,Vlogs,India,"20,292,158",5,5,No,No,Trustable,Sagar Mali
Knowledge Seekers,https://www.youtube.com/watch?v=yfuFGYBTVOI,IIM Nagpur Campus | IIM Nagpur Mihan Campus Tour and Facilities,0:06:06,Hindi,Review,"11,083",256,22,"55,700",14-05-2022,10/10/2015,Review,India,"7,862,105",6,5,Yes,Yes,Not Trustable,Sagar Mali
Data Gyan,https://www.youtube.com/watch?v=mEWNgapblkk,Live Mock Interview For Data Analyst| Data Science By Ranjan Sir | Datagyan,0:18:46,English,Employment,"218,279","5,600",116,"7,870",23-05-2021,13-07-2016,Educational,India,"480,087",7,6,Yes,No,Not Trustable,Sagar Mali
Anuj Bhaiya,https://www.youtube.com/watch?v=Rx0xGI0i05c,How to Become A Successful Data Analyst | From Rejections to SUCCESS | Podcast,0:37:22,Hindi,Employment,"32,259","1,300",66,"370,000",11/5/2022,11/8/2021,Educational,India,"24,113,930",6,7,Yes,Yes,Trustable,Sagar Mali
Prime Video India,https://www.youtube.com/watch?v=reMtp_jWEeA,6 Reasons Why Srikant Tiwari Is Everyone's Favourite | The Family Man | Prime Video,0:05:42,Hindi,Entertainment,"145,949","3,600",98,"9,240,000",29-09-2022,3/10/2016,Entertainment,India,"6,667,579,095",6,5,Yes,Yes,Trustable,Sagar Mali
TRS Clips,https://www.youtube.com/watch?v=UmZf_EEzhC0,Periods & Professional Sports - Jemimah Rodrigues Explains What Women Experience,0:02:13,Hindi,Employment,"116,426","5,600",125,"754,000",22-02-2022,7/12/2019,Lifestyle,India,"113,881,526",7,5,Yes,Yes,Trustable,Sagar Mali
TrakinTech Marathi,https://www.youtube.com/watch?v=isAadU65lXs,?????? ????? ????? VLOG Feat. GoPro Hero 11 Black & iPhone 14 Pro,0:06:51,Marathi,Vlog,"72,493","5,100",250,"679,000",28-09-2022,28-12-2018,Tech,India,"38,407,588",6,8,no,No,Not Trustable,Sagar Mali
Anuj Bhaiya,https://www.youtube.com/watch?v=Vg67cXQG2fg,From Tier 3 College To Google | 6 Lakh CTC to 1000% Salary Hike ?? Inspirational Podcast,0:31:27,Hindi,Employment,"524,949","13,000",623,"370,000",21-08-2022,11/8/2020,Educational,India,"24,113,930",7,6,Yes,Yes,Trustable,Sagar Mali
CodeWithHarry,https://www.youtube.com/watch?v=PeVyHyupjCI,Use Your Computer From a Browser Tab (Amazing Technology),0:17:01,Hindi,Educational,"87,970","3,300",319,"3,370,000",7/10/2022,28-04-2018,Educational,India,"411,937,365",6,7,Yes,Yes,Trustable,Sagar Mali
Physics Wallah-Alakh Pandey,https://www.youtube.com/watch?v=tU6FGaOAHIo,India's Biggest SCHOLARSHIP Test ?? Worth Rs 50 Crores !! PWNSAT,0:07:56,Hindi,Educational,"670,420","42,000",3683,"8,880,000",14-10-2022,28-01-2014,Educational,India,"1,609,433,007",6,7,Yes,Yes,Trustable,Sagar Mali
Codepedia By Newton School,https://www.youtube.com/watch?v=8ZWHRfGw5tA,Google Cloud Tech Camp Program| Free Resources + Certificate + Goodies Event #googlecloudready,0:09:24,Hindi,Educational,"13,475",603,34,"69,500",1/10/2022,17-07-2021,Educational,India,"583,697",5,6,Yes,Yes,Not Trustable,Sagar Mali
TRS Clips,https://www.youtube.com/watch?v=8ZWHRfGw5tA,Google Cloud Tech Camp Program| Free Resources + Certificate + Goodies Event #googlecloudready,0:09:24,Hindi,Entertainment,"209,603","5,100",153,"754,000",19-03-2022,7/12/2019,Lifestyle,India,"113,881,526",6,6,Yes,Yes,Trustable,Sagar Mali
Knowledge Seekers,https://www.youtube.com/watch?v=n_80Mids1Tw,Top 10 MBA Colleges in Pune 2021 | Best Mba colleges in Pune 2021,0:15:49,Hindi,Review,"19,951",310,23,"55,700",17-11-2021,10/10/2015,Review,India,"7,862,105",7,6,Yes,Yes,Not Trustable,Sagar Mali
Skillsiya,https://www.youtube.com/watch?v=L1hwH93mdsY,Free Certification Training by TCS | Get Job | ?15000 Training FREE | Career Counsellor,0:07:11,Hindi,Employment,"105,798","3,200",107,"307,000",26-09-2022,25-11-2019,Educational,India,"16,844,730",6,7,Yes,Yes,Trustable,Sagar Mali
Learn With Lokesh Lalwani,https://www.youtube.com/watch?v=33NKOIw9Zj8,IT Job No Coding - No Experience | 100% placement Guaranteed | Package 6 LPA,0:14:11,Hindi,Employment,"155,900","6,000",278,"287,000",16-10-2022,20-11-2018,Employment,India,"10,720,798",7,6,Yes,Yes,Trustable,Sagar Mali
Adiyogi,https://www.youtube.com/watch?v=nlrbZgDw7NQ,Rama Does Not Know How to Treat Sita! | Mahabharata | Ramayana | Sadhguru | Adiyogi,0:10:31,English,Lifestyle,"76,582","1,900",425,"420,000",2/10/2022,10/3/2018,Lifestyle,India,"58,327,692",6,6,Yes,Yes,Trustable,Sagar Mali
DW Hindi,https://www.youtube.com/watch?v=9KsCvONfwS8,"Sehat Talk with Isha Bhatia Sanan, S2, Ep.17: Is acidity related to piles? [??????, ??????? ?? ???]",0:05:33,Hindi,Vlog,"1,141,492","48,000",1986,"3,450,000",1/10/2022,6/6/2012,News,India,"678,809,873",6,7,Yes,Yes,Trustable,Sagar Mali
Fit Tuber,https://www.youtube.com/watch?v=7YwsUAcMX60,How to Cleanse Your Liver Naturally?,0:09:22,Hindi,Health,"6,659,965","226,000",5861,"6,620,000",10/9/2021,21-08-2016,Health,India,"705,164,837",8,7,Yes,Yes,Trustable,Sagar Mali
Sadguru Mystic Yogi,https://www.youtube.com/watch?v=t4kzkbiNs9A,Sadhguru - STOP EATING EGG | SMY,0:01:52,English,Lifestyle,"199,475","3,700",449,"86,700",7/8/2022,24-01-2016,Lifestyle,India,"11,368,139",6,7,Yes,Yes,Trustable,Sagar Mali
Abhishek Yadav,https://www.youtube.com/watch?v=RSOZ1o4tNuk,HOW I TRANSFORMED MY BODY | FULL DAY GAINING DIET | (18-23) | Ep 1 | FREE GIVEAWAY ??,0:10:39,Hindi,Lifestyle,"2,897,766","117,000",7253,"635,000",23-01-2021,18-07-2020,Lifestyle,India,"84,215,528",4,6,Yes,Yes,Trustable,Sagar Mali
Taliyan Fitness,https://www.youtube.com/watch?v=HCGQEziLdtw,59 years old ??? ??? ????? bodybuilding ???? ?? ??????? asia ?? world @Taliyan fitness,0:05:09,Hindi,Lifestyle,"9,299,118","101,000",2849,"57,600",27-05-2022,29-03-2016,Lifestyle,India,"17,970,504",5,7,Yes,Yes,Trustable,Sagar Mali
Torq4712,https://www.youtube.com/watch?v=_55VfbtYesY,Decision Making Skills | Torq Calls #80,0:14:48,Hindi,Employment,"3,873",147,24,"222,000",12/10/2022,28-08-2014,Motivation,India,"26,033,469",6,8,No,No,Trustable,Sagar Mali
Fit Tuber,https://www.youtube.com/watch?v=Tl13Z42277s,How to Take Daily Vitamins and Minerals through Common Foods?,0:14:07,Hindi,Health,"3,183,731",143,5230,"662,000",27-08-2021,21-08-2016,Health,India,"705,164,837",5,5,Yes,Yes,Trustable,Sagar Mali
Varun Mayya,https://www.youtube.com/watch?v=DzUrMX1MbBE,Please Start Thinking In PROJECTS over CAREERS,0:05:41,English,Employment,"24,091","2,600",119,"151,000",20-05-2022,6/10/2013,Lifestyle,India,"14,613,816",6,5,Yes,Yes,Trustable,Sagar Mali
Wisdome Of Sadguru,https://www.youtube.com/watch?v=QSfZdFDwcf0,Sadhguru Answers An Impossible Question ??,0:04:17,English,Lifestyle,"1,069,341","21,000",1551,"404,000",7/5/2022,19-08-2021,Lifestyle,India,"60,096,441",7,6,No,No,Not Trustable,Sagar Mali
Varun Mayya,https://www.youtube.com/watch?v=XJL6DutnBGs,Have a Messed Up Career? Watch This!,0:05:41,English,Employment,"26,423","2,300",90,"151,000",7/5/2022,6/10/2013,Lifestyle,India,"14,819,269",5,7,Yes,Yes,Trustable,Sagar Mali
DisneyPlusHotstar,https://www.youtube.com/watch?v=9E6U-n3vR2k,Hotstar Specials The Legend of Hanuman Season 2 | Official Trailer,0:01:40,Hindi,Entertainment,"8,058,696","66,000",2310,"4,290,000",2/8/2021,13-11-2014,Entertainment,India,"2,571,789,242",7,6,Yes,Yes,Trustable,Sagar Mali
BeWithSadguru,https://www.youtube.com/watch?v=q3dClhUAHO8,Evil Effects Of WATCHING P*RN EXPLAINED By SADHGURU! & Simple TIP To Overcome It - Sadhguru,0:08:48,English,Lifestyle,"1,690,730","40,000",0,"405,000",20-05-2022,31-01-2020,Lifestyle,India,"63,923,038",5,6,Yes,Yes,Trustable,Sagar Mali
Mithili  thakur,https://www.youtube.com/watch?v=DEGcIi9aij8,Aigiri Nandini (Mahisasurmardini Stotram) Maithili Thakur,0:12:15,Hindi,Lifestyle,"51,230,088","1,600,000",67000,"38,300,000",18-10-2020,11/1/2014,Lifestyle,India,"51,230,088",7,6,Yes,Yes,Trustable,Sagar Mali
Physics Wallah-Alakh Pandey,https://www.youtube.com/watch?v=m5VbK66a254,Electric Charges & Field 01,0:40:12,Hindi,Educational,"13,610,660",350000,32000,8800000,13-03-2019,28-01-2014,Educational,Uttar Pradesh,"1,604,633,656",9,9,No,No,Trustable,Shreya Sood
Technical Guruji,https://www.youtube.com/watch?v=BGA7Ee4jS2w,iPhone 14 Pro Max Unboxing & First Look - The Dynamic Island Magic,0:08:57,Hindi,Educational,"3,774,533",230000,15000,2250000,14-08-2022,19-10-2015,Educational,Rajasthan,"3,136,361,875",9,9,No,No,Trustable,Shreya Sood
FactTechz,https://www.youtube.com/watch?v=oKZeTQ6PreY,The Chernobyl Incident | FactTechz Specials - S1E1,0:13:38,Hindi,Educational,"6,158,185",485000,32001,1750000,28-07-2020,24-07-2016,Entertainment,Delhi,"2,126,580,970",7,7,No,No,Trustable,Shreya Sood
Sandeep Maheshwari,https://www.youtube.com/watch?v=LknADkbbekc,Make Money From Money - By Sandeep Maheshwari,0:28:25,Hindi,Motivation,"47,283,225",1000000,"26,819",25500000,25-09-2019,13-02-2012,Vlogs,Delhi,"1,988,324,130",8,8,No,No,Trustable,Shreya Sood
Khan GS Research Centre,https://www.youtube.com/watch?v=HxsQgukyqgE,Prison system in India,0:13:57,Hindi,Educational,"51,257,699",823000,"51,257,699",18400000,18-08-2020,25-04-2019,Educational,Bihar,"1,793,500,467",9,9,No,No,Trustable,Shreya Sood
BB Ki Vines,https://www.youtube.com/watch?v=h25S27rh4oY,Chai Mein Kya Dubayenge? Ijjat?,0:05:54,Hindi,Entertainment,"69,297,102",2000000,"43,571",25600000,3/5/2017,20-06-2015,Entertainment,Delhi,"4,441,471,590",8,8,No,No,Trustable,Shreya Sood
Shivangi Sah,https://www.youtube.com/watch?v=eI1OxkqQr6Q,Can't Believe I Made This Using 3D Pen,0:08:23,Hindi,Entertainment,"633,713",23000,"1,912",1790000,9/10/2022,10/6/2020,Entertainment,Maharashtra,"467,109,091",9,9,No,No,Not Trustable,Shreya Sood
Hindi Countdown,https://www.youtube.com/watch?v=l18RIpORMSk, This Dog video will Melt your Heart,0:08:11,Hindi,Entertainment,"37,261,307",663000,"15,458",10200000,19-02-2020,27-12-2016,Entertainment,Delhi,"2,027,457,469",6,6,No,No,Trustable,Shreya Sood
Manoj Saru,https://www.youtube.com/watch?v=hIuY3Q8F58Q,Fun Unboxing,0:00:59,Hindi,Entertainment,"36,645,999",2000000,"2,817",4930000,11/1/2022,8/10/2018,Educational,Delhi,"1,080,416,820",7,7,No,No,Not Trustable,Shreya Sood
Tech Burner,https://www.youtube.com/watch?v=4XsfwD1ZwlU,5 Majedaar Gadgets I bought Online !,0:10:03,Hindi,Educational,"9,577,984",500000,"7,870",9580000,26-01-2020,26-09-2014,Educational,Delhi,"1,394,867,817",7,7,No,No,Trustable,Shreya Sood
A23 Games,https://www.youtube.com/watch?v=83MQt80AFSg,The School of Success - A23 Rummy,0:00:10,Hindi,Entertainment,"87,531,944",72,1,65000,5/8/2021,5/8/2020,Entertainment,Delhi,"847,616,771",4,4,Yes,No,Not Trustable,Shreya Sood
New Stories Book Hindi,https://www.youtube.com/watch?v=ZpBbfy0gJF8,???? - ????? ????? ,0:16:15,Hindi,Entertainment,"231,224",3200,154,42000,13-10-2022,19-07-2021,Entertainment,Delhi,"7,131,738",7,7,No,No,Not Trustable,Shreya Sood
The Satya Show,https://www.youtube.com/watch?v=ayQxFgGn3qo,Faker | Viral Fuddu,0:11:18,Hindi,Entertainment,"866,241","41,000","1,480","619,000",25-11-2018,3/9/2011,News,Maharashtra,"105,128,410",7,7,No,No,Not Trustable,Shreya Sood
Dank Rishu,https://www.youtube.com/watch?v=X5zZROoA3jo,Content Chowkidaar - Elvish Yadav,0:38:14,Hindi,Entertainment,"2,180,481",178000,"62,317",356000,17-07-2021,3/9/2016,Entertainment,Delhi,"37,895,789",7,7,No,No,Trustable,Shreya Sood
Aaj Tak,https://www.youtube.com/watch?v=X7kzLOIsdmI,Super Brain: Watch the Amazingly awsome memorizing power of a 5 year old kid,0:11:35,Hindi,Vlog,"127,612,406",864000,"30,065",53900000,24-09-2013,27-08-2009,News,Delhi,"21,406,438,710",8,8,No,No,Trustable,Shreya Sood
Neon Man,https://www.youtube.com/watch?v=n3fsFFCc_n8,"How This YouTuber has 2 Million VIDEOS on his Channel..?| Mythpat, Saiman Says,Thugesh, Total Gaming",0:07:38,Hindi,Entertainment,"446,175",44000,929,1750000,14-10-2022,18-04-2017,Entertainment,Jharkhand,"436,113,729",5,5,Yes,No,Not Trustable,Shreya Sood
Appedia,https://www.youtube.com/watch?v=yVBh-m-WLao,The Last Lesson | CH-1 |,0:10:46,Hindi,Educational,"2,421,846",86000,"5,070",695000,2/10/2018,6/9/2011,Educational,Madhya Pradesh,"80,569,524",8,8,No,No,Trustable,Shreya Sood
Sarkari DNA,https://www.youtube.com/watch?v=u7GpD_IOWpk,How can I update my mobile number in Aadhar card online aadhar mobile number update online,0:08:18,Hindi,Educational,"7,204,439",105000,"3,634",2140000,1/3/2020,24-01-2019,Educational,Uttar Pradesh,"230,073,787",5,5,Yes,No,Not Trustable,Shreya Sood
Dear Sir,https://www.youtube.com/watch?v=pXZtRXpGNck,"Learn Tenses in English Grammar with Examples | Present Tenses, Past Tenses, Future Tenses",1:57:08,Hindi,Educational,"56,038,356",2000000,"122,659",13400000,10/9/2018,13-12-2016,Educational,Delhi,"973,692,811",10,10,No,No,Trustable,Shreya Sood
Innozant,https://www.youtube.com/watch?v=jCJxLf-kfVk,KPI DASHBOARD in Excel-Part 1 | How to create a KPI Dashboard in Excel | Step by Step | in Hindi,0:19:46,Hindi,Educational,"333,914",8300,774,83000,19-10-2020,19-09-2016,Vlogs,Delhi,"8,299,897",7,7,No,No,Not Trustable,Shreya Sood
Aakash Chopra,https://www.youtube.com/watch?v=Sv6qnvrx93w,What is this 'Yo-Yo Test'?,0:03:22,Hindi,Educational,"2,970,983","95,000","1,812",3540000,17-06-2018,10/8/2011,Entertainment,Delhi,"930,343,454",8,8,No,No,Not Trustable,Shreya Sood
IP Track Records,https://www.youtube.com/watch?v=buhXGbS9NsE,Judai Judai,0:08:12,Hindi,Entertainment,"28,715",52,1,24000,15-10-2022,8/11/2021,Entertainment,Delhi,"9,855,572",2,2,Yes,No,Not Trustable,Shreya Sood
Fun2hell,https://www.youtube.com/watch?v=mIc_YRsyyog,BHOOTNATH || Fun 2 Hell || F2H,0:05:15,Hindi,Entertainment,"3,406",207,31,71000,18-11-2018,29-01-2018,Entertainment,Delhi,"6,996,048",6,6,No,No,Not Trustable,Shreya Sood
MR. INDIAN HACKER,https://www.youtube.com/watch?v=wqvncnLh_0c,Running Bike On Water - 100% Working Trick,0:10:01,Hindi,Educational,"70,358,186",1300000,"44,221",28300000,17-12-2019,21-06-2012,Educational,Rajasthan,"4,897,036,790",4,4,Yes,No,Not Trustable,Shreya Sood
Crazy XYZ,https://www.youtube.com/watch?v=QWVKVcuEpBc,Driving Our Car Underwater,0:08:26,Hindi,Entertainment,"52,989,920",1000000,"29,260",23600000,19-08-2020,10/9/2017,Educational,Rajasthan,"6,310,907,495",6,6,No,No,Trustable,Shreya Sood
Manoj Dey,https://www.youtube.com/watch?v=3k5sx7ZlNLg,Youtube Video Upload Karne Ka Sahi Tarika || How To Upload Video On Youtube ?,0:04:31,Hindi,Educational,"10,281,563",370000,"19,253",3430000,17-09-2019,24-11-2016,Educational,Jharkhand,"381,713,878",6,6,No,No,Trustable,Shreya Sood
TechBar,https://www.youtube.com/watch?v=nX-uDOsstYw,Crazy 4 Lakh Rupees Gaming Laptop with Free Accessories in Box!,0:10:32,Hindi,Educational,"7,147,510",250000,"8,132",2820000,19-07-2019,25-02-2012,Educational,Delhi,"353,379,527",6,6,No,No,Trustable,Shreya Sood
Stubborn Facts,https://www.youtube.com/watch?v=9i0D3bhY8GE,Truth Of Street Foods,0:03:46,Hindi,Entertainment,"45,775,643",509000,"7,210",17300000,9/8/2019,5/9/2016,Entertainment,Maharashtra,"838,467,251",6,6,No,No,Trustable,Shreya Sood
Goldmines,https://www.youtube.com/watch?v=ULEQb_l-N08,"K.G.F Full Movie | Yash, Srinidhi Shetty, Ananth Nag, Ramachandra Raju, Achyuth Kumar, Malavika",2:21:12,Hindi,Entertainment,"664,726,838",6300000,0,77700000,13-12-2020,21-01-2012,Entertainment,Maharashtra,"19,819,732,500",9,9,No,No,Not Trustable,Shreya Sood
CarryMinati,https://www.youtube.com/watch?v=zzwRbKI2pn4,YALGAAR - CARRYMINATI X Wily Frenzy,0:03:14,Hindi,Entertainment,"313,213,626",17000000,"1,725,161",37000000,5/6/2020,30-10-2014,Entertainment,Delhi,"3,029,230,039",7,7,No,No,Trustable,Shreya Sood
Harsh Beniwal,https://www.youtube.com/watch?v=ExPE7ATCXg8,A Day With Cringe TikToker | Harsh Beniwal,0:17:25,Hindi,Entertainment,"43,139,722",4500000,"279,741",15100000,17-05-2020,6/5/2015,Entertainment,Delhi,"1,681,464,870",6,6,No,No,Trustable,Shreya Sood
Elvish yadav,https://www.youtube.com/watch?v=DrT9ZHSpBXM,SCHOOL LIFE - THEN VS NOW - | Elvish Yadav |,0:04:37,Hindi,Entertainment,"31,496,080",802000,"17,302",8810000,27-01-2018,29-04-2016,Entertainment,Delhi,"852,525,108",7,7,No,No,Trustable,Shreya Sood
Haste Raho,https://www.youtube.com/watch?v=POV3fKmSVkg,?? ?? ???? ??????????? ??????? - 3 ??????? | Farhanitrate Prerajulisation Comedy Scene,0:04:18,Hindi,Entertainment,"81,297,085",787000,"11,668",8700000,30-07-2019,28-12-2018,Entertainment,Maharashtra,"3,258,000,204",10,10,No,No,Trustable,Shreya Sood
Zakir Khan,https://www.youtube.com/watch?v=sIl8vsWrD8o,When I met a Delhi Girl | Zakir Khan | Stand Up Comedy | AIB Diwas,0:11:41,Hindi,Entertainment,"71,872,829",1900000,"24,179",7190000,6/5/2016,5/6/2011,Entertainment,Madhya Pradesh,"626,236,290",5,5,Yes,No,Not Trustable,Shreya Sood
Sanjeev Kapoor Khazana,https://www.youtube.com/watch?v=TKEgCMyU65Q,Protein Salad | ??????? ???? | Weight Loss Recipe | Sprouts Salad Recipe | Sanjeev Kapoor Khazana,0:06:49,Hindi,Cooking,"36,124,744",763000,"11,448",7100000,29-06-2019,29-07-2009,Cooking,Maharashtra,"1,368,701,215",6,6,No,No,Trustable,Shreya Sood
The Viral Fever,https://www.youtube.com/watch?v=JWbnEt3xuos,Kota Factory - EP 01 - Inventory,0:47:42,Hindi,Entertainment,"60,284,664",1400000,"50,697",11300000,16-04-2019,15-03-2011,Entertainment,Maharashtra,"1,721,979,226",8,8,No,No,Trustable,Shreya Sood
Round 2 hell,https://www.youtube.com/watch?v=5qo4-D4Mn3E,EPL Season 2 | Round2Hell | R2H,0:48:21,Hindi,Entertainment,"51,245,569",3700000,"157,523",27700000,31-05-2022,20-10-2016,Entertainment,Uttar Pradesh,"2,832,210,755",8,8,No,No,Trustable,Shreya Sood
 Techno Gamerz,https://www.youtube.com/watch?v=Ilx_xJHuhAc,GAME ON - UJJWAL X Sez On The Beat (Official Music Video) | Techno Gamerz,0:02:32,Hindi,Music,"72,475,064",3900000,"1,156,013",29300000,20-01-2021,13-08-2017,Music,Delhi,"7,687,927,982",7,7,No,No,Trustable,Shreya Sood
Amit bhadana,https://www.youtube.com/watch?v=mHJ4qZIUUFk,Father Saab ( Official Video ) - Amit Bhadana | King | Section 8 | Teji Sandhu,0:05:05,Hindi,Music,"34,673,564",1600000,"177,409",24100000,25-07-2021,24-10-2012,Entertainment,Uttar Pradesh,"2,263,627,363",6,6,No,No,Trustable,Shreya Sood
Dr. Vivek Bindra: Motivational speaker,https://www.youtube.com/watch?v=SxITOCRLIdQ,DUBAI ?? ??? ???? ???? ???? ?? ??? | ??? ???????? | Case Study | Dr Vivek Bindra,0:16:10,Hindi,Motivation,"38,353,450",1300000,"50,098",20000000,2/12/2018,6/12/2013,Motivation,Delhi,"1,543,745,653",8,8,No,No,Trustable,Shreya Sood
Emiway bantai,https://www.youtube.com/watch?v=xd-IX-ehci8,EMIWAY - THANKS TO MY HATERS (OFFICIAL MUSIC VIDEO),0:02:46,Hindi,Music,"8,631,228",608000,"106,770",18300000,17-07-2022,4/5/2013,Music,Maharashtra,"3,118,181,967",7,7,No,No,Trustable,Shreya Sood
A_S gaming,https://www.youtube.com/watch?v=WH3CIo2yPOs,GRENADE VS 49 PLAYER | ??GRENADE & LANDMINE VS 49 NOOBS WHO WILL WIN? | FREE FIRE GRENADE,0:05:54,Hindi,Entertainment,"25,061,060",1900000,"81,913",18900000,4/8/2020,26-10-2016,Entertainment,Himachal Pradesh,"2,615,486,182",8,8,No,No,Trustable,Shreya Sood
Triggered insaan,https://www.youtube.com/watch?v=2DjejD70T-c,"I Gave Students ?200,000 on Omegle (#2)",0:17:51,Hindi,Entertainment,"1,349,862",217000,"10,119",17000000,16-10-2022,17-07-2014,Entertainment,Delhi,"2,752,575,555",7,7,No,No,Trustable,Shreya Sood
Sourav Joshi Vlogs       ,https://www.youtube.com/watch?v=sCNOzEAvmPI,Piyush Rone Lag Gaya,0:09:44,Hindi,Vlog,"3,639,185",415000,"10,697",17700000,16-10-2022,19-02-2019,Vlogs,Uttrakhand,"6,695,895,059",8,8,No,No,Trustable,Shreya Sood
Nisha Madhulika,https://www.youtube.com/watch?v=gBuga_Fb5_4,Petha Sweet Recipe | ???? ????? ?? ???? | | Agra Ka Petha Recipe,0:07:05,Hindi,Cooking,"45,778,695",329000,"15,789",13100000,10/5/2018,2/8/2009,Cooking,Uttar Pradesh,"2,704,017,214",7,7,No,No,Trustable,Shreya Sood
Aayu and Pihu show,https://www.youtube.com/watch?v=p0DtOu8IsI8,ENGLISH VINGLISH | Family Comedy Challenge | Guess the Gibberish | Aayu and Pihu Show,0:17:39,Hindi,Entertainment,"2,292,873",59000,"7,514",16000000,13-10-2022,9/5/2017,Entertainment,Rajasthan,"8,105,928,861",8,8,No,No,Trustable,Shreya Sood
Mythpat,https://www.youtube.com/watch?v=4jlWFqWzLRY,when a NOOB plays Getting Over It,0:10:59,Hindi,Entertainment,"1,655,958",200000,"11,310",12600000,3/10/2022,30-07-2018,Entertainment,Maharashtra,"2,687,498,245",7,7,No,No,Trustable,Shreya Sood
Trakin tech,https://www.youtube.com/watch?v=Yt26FqOy9UI,"Mi 11 Ultra Unboxing & First Impressions | The Real Ultra Flagship?! ?120Hz,120X Zoom,SD888 & More",0:11:58,Hindi,Educational,"12,389,408",501000,"14,169",12500000,19-04-2021,2/11/2011,Educational,Maharashtra,"1,915,918,567",8,8,No,No,Trustable,Shreya Sood
Kabita’s kitchen,https://www.youtube.com/watch?v=w8dDtaN389M,????? ???? ????? ?????? ????? ?? ??????? ?????? | Street Style Veg Chowmein Recipe | KabitasKitchen,0:04:24,Hindi,Cooking,"48,160,230",634000,"9,552",12600000,10/1/2019,7/10/2014,Cooking,Uttar Pradesh,"2,424,676,682",9,9,No,No,Trustable,Shreya Sood
The mridul,https://www.youtube.com/watch?v=G5bkqavy2AQ,Hamare Kirayedaar | the mridul | Pragati | Nitin,0:20:47,Hindi,Entertainment,"10,418,272",297000,"11,556",13500000,26-09-2022,14-03-2015,Entertainment,Uttar Pradesh,"3,773,592,167",8,8,No,No,Trustable,Shreya Sood
 Bharatzkitchen,https://www.youtube.com/watch?v=vaaY6GRmkDw,?? ??????? ???? ???? Chicken Curry ?? ??? ?? ??????? ?? ?? ??| Indian Chicken Curry Beginners Recipe,0:07:42,Hindi,Cooking,"64,061,181",634000,"14,013",11400000,6/1/2018,10/8/2016,Cooking,Karnataka,"1,986,492,728",7,7,No,No,Trustable,Shreya Sood
Pari’s lifestyle,https://www.youtube.com/watch?v=2VKSniaVvLg,Pari Making Jelly Cake In 2 minutes At Home,0:14:13,Hindi,Vlog,"364,391,002",2200000,0,11400000,22-11-2020,26-11-2018,Entertainment,Maharashtra,"6,965,507,358",8,8,No,No,Not Trustable,Shreya Sood
Rachit Rojha,https://www.youtube.com/watch?v=PjZhIyt8pJE,KARVA - CHAUTH KA ??????? || Rachit Rojha,0:26:07,Hindi,Entertainment,"2,274,723",48000,"4,864",11000000,9/10/2022,18-10-2016,Entertainment,Haryana,"3,203,079,238",9,9,No,No,Not Trustable,Shreya Sood
Shruti Arjun Anand,https://www.youtube.com/watch?v=P6LBrN0DY8s,Modern Mom (???) vs Desi Maa (???) .... |,0:11:00,Hindi,Entertainment,"97,983,096",2000000,"20,080",9940000,18-06-2019,22-01-2010,Entertainment,Uttar Pradesh,"2,259,829,209",6,6,No,No,Trustable,Shreya Sood
Grandpa kitchen,https://www.youtube.com/watch?v=Y_easz-iBlE,BIGGEST OREO CHOCOLATE CAKE RECIPE PREPARED BY OUR GRANDPA | Oreo Biscuit cake Recipe,0:13:52,English,Cooking,"75,780,914",932000,"25,742",9480000,5/7/2019,26-08-2017,Cooking,Karnataka,"1,287,171,311",7,7,No,No,Trustable,Shreya Sood
Satyajeet jena Official,https://www.youtube.com/watch?v=ziYySJKnV1A,Khabar Meri Maut Ki - Satyajeet Jena [Official Video] || New Sad Songs 2021,0:04:22,Hindi,Music,"3,974,878",75000,"3,738",9040000,15-12-2021,10/8/2014,Music,Odisha,"1,488,964,449",8,8,No,No,Not Trustable,Shreya Sood
Sonu Sharma,https://www.youtube.com/watch?v=plczYyJ5law,?????? ??? ???? ????? ???? ?? ?? ???? | Sonu Sharma | Story of a crow |,0:07:16,Hindi,Motivation,"28,242,795",584000,"8,282",9950000,20-06-2020,7/10/2006,Motivation,Haryana,"751,386,225",6,6,No,No,Trustable,Shreya Sood
